date,temperature_max,temperature_min,temperature_mean,latitude,longitude,subzone_code,subzone_name,heating_degree_days,cooling_degree_days,country_code,zone_name
2024-01-02,5.3,0.2,2.9,49.4958,5.9809,LU-ESC,Esch-sur-Alzette,15.1,0,LU,Luxembourg
2023-12-30,-0.1,-6.8,-3.1,49.4814,6.0837,LU-DUD,Dudelange,21.1,0,LU,Luxembourg
2023-12-31,1.7,-2.4,0.3,49.4814,6.0837,LU-DUD,Dudelange,17.7,0,LU,Luxembourg
2024-01-01,2.1,-0.0,1.2,49.4814,6.0837,LU-DUD,Dudelange,16.8,0,LU,Luxembourg
2024-01-02,5.2,0.0,2.8,49.4814,6.0837,LU-DUD,Dudelange,15.2,0,LU,Luxembourg
2023-12-30,14.5,11.8,12.8,35.8989,14.5146,MT-VAL,Valletta,5.199999999999999,0,MT,Malta
2023-12-31,11.7,11.4,12.0,35.8989,14.5146,MT-VAL,Valletta,6.0,0,MT,Malta
2024-01-01,13.4,12.2,12.8,35.8989,14.5146,MT-VAL,Valletta,5.199999999999999,0,MT,Malta
2024-01-02,14.8,12.2,13.8,35.8989,14.5146,MT-VAL,Valletta,4.199999999999999,0,MT,Malta
2023-12-30,14.6,11.9,12.9,35.9122,14.5019,MT-SLI,Sliema,5.1,0,MT,Malta
2023-12-31,11.7,11.5,12.1,35.9122,14.5019,MT-SLI,Sliema,5.9,0,MT,Malta
2024-01-01,13.4,12.3,12.9,35.9122,14.5019,MT-SLI,Sliema,5.1,0,MT,Malta
2024-01-02,14.8,12.3,13.9,35.9122,14.5019,MT-SLI,Sliema,4.1,0,MT,Malta
2023-12-30,14.6,11.9,12.9,35.8972,14.4611,MT-BIR,Birkirkara,5.1,0,MT,Malta
